Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
10260	-1476.478	-1569.632	93.15429	0.0085895	0.0636223	0.00452696	0.0367761	0.0035887	0.0183747	0.099749	0.0417544	0.159425	0.172705	0.535966	0.0758303	0.106953	0.0477512	0.0468375	0.523455	0.045208	0.601825	0.0126878	0.0113219	0.0145917	0.0255889	0.0534068	0.000401942	0.0176286	0.0494183	0.122974	0.00904892	0.0257415	0.0737672	0.0310463	0.0553017	0.0842227	0.279714	0.195989	0.0136658	0.0264219	0.0272141	0.0418409	0.0566355	0.0809817	0.0150626	0.0145593	0.131588	0.0881126	0.00703221	0.120119	0.0287706	0.289656	0.028454	0.0503679	0.0226922	0.330498	0.0629738	0.18367	0.0540216	0.17648	0.174948	0.104707	0.0115315	0.00044071	0.00203587	0.129504	0.0261155	0.0645247	0.962494	1.02569	0.480127	0.699192	0.89437	1.11811	1.43022	2.08278	0.5305185	0.6427316	0.00142673	0.0105678	0.000751934	0.00610857	0.000596088	0.00305207	0.0165685	0.00693547	0.0264808	0.0286865	0.0890249	0.0125955	0.017765	0.00793155	0.00777978	0.0869466	0.00750911	0.0999641	0.00210746	0.00188059	0.0024237	0.00425036	0.00887095	6.67631e-05	0.00292814	0.00820846	0.0204261	0.00150304	0.0042757	0.0122528	0.00515684	0.00918569	0.0139895	0.0464609	0.0325541	0.00226992	0.00438873	0.00452031	0.00694984	0.00940725	0.0134512	0.00250193	0.00241833	0.021857	0.0146356	0.00116806	0.019952	0.00477885	0.0481123	0.00472626	0.00836619	0.00376921	0.0548962	0.0104601	0.0305079	0.00897307	0.0293135	0.0290592	0.017392	0.0019154	7.32026e-05	0.00033816	0.0215109	0.00433783	0.0107176	0.464235	0.535765	0.4642345	6.020414
10296	-1478.529	-1572.359	93.82999	0.00876801	0.0594758	0.0315691	0.043409	0.0633632	0.00707184	0.0390079	0.0883558	0.0722108	0.240901	0.446919	0.00457594	0.0763617	0.00904797	0.102077	0.395012	0.0865943	0.698265	0.00544493	0.0348578	0.00939574	0.0150952	0.0114682	0.00457186	0.0182275	0.0306012	0.0365593	0.00281271	0.00817429	0.101329	0.0825925	0.0595701	0.0725989	0.27671	0.0911453	0.0464175	0.0147548	0.010868	0.0308438	0.140887	0.0923721	0.0227093	0.00762148	0.0902845	0.158064	0.0485337	0.0751556	0.0393077	0.180964	0.0248	0.0113111	0.00318901	0.28009	0.0446551	0.120119	0.0944298	0.0179598	0.313514	0.227578	0.0281436	0.00477874	0.000433187	0.0630005	0.0189104	0.029845	1.00844	0.994221	0.437588	0.668262	0.881833	1.134	1.49642	2.28525	0.5976001	0.6947247	0.00157254	0.010667	0.00566192	0.00778541	0.0113642	0.00126834	0.00699609	0.0158466	0.012951	0.0432057	0.0801551	0.000820696	0.0136955	0.00162276	0.0183075	0.0708455	0.0155307	0.125234	0.000976549	0.00625175	0.00168513	0.00270733	0.00205683	0.000819964	0.0032691	0.00548834	0.00655693	0.00050446	0.00146606	0.0181734	0.014813	0.0106839	0.0130206	0.049628	0.0163469	0.008325	0.00264627	0.00194918	0.00553185	0.025268	0.016567	0.00407292	0.00136691	0.0161925	0.0283488	0.00870453	0.0134792	0.00704984	0.0324559	0.00444789	0.00202865	0.00057195	0.0502343	0.0080089	0.0215434	0.016936	0.0032211	0.0562289	0.0408161	0.00504757	0.000857068	7.76922e-05	0.0112991	0.00339159	0.00535271	0.461543	0.538457	0.4615435	5.575681
10332	-1484.807	-1578.549	93.74246	0.000227953	0.0396549	0.00156496	0.0202401	0.0357731	0.0542116	0.0343972	0.0490396	0.0753862	0.212599	0.607035	0.0723678	0.129209	0.139631	0.153232	0.479338	0.00717502	0.515252	0.00472543	0.0124754	0.0177512	0.00406126	0.0143633	0.036088	0.0404572	0.0827643	0.0167394	0.037858	0.0551706	0.0495985	0.0688622	0.0228598	0.103879	0.215458	0.169609	0.0713084	0.0229038	0.0307121	0.024646	0.0458027	0.125744	0.0324436	0.028121	0.239353	0.0194654	0.0364989	0.0993079	0.0502807	0.0970942	0.0155495	0.00563924	0.054131	0.332642	0.00689525	0.0867781	0.0503344	0.0574361	0.194675	0.094319	0.0199869	0.00495411	0.0455633	0.0492078	0.0135171	0.0766001	1.01413	0.99032	0.428862	0.661729	0.879135	1.13748	1.51119	2.33175	0.6121644	0.7014013	4.06263e-05	0.00706739	0.00027891	0.00360723	0.00637557	0.00966173	0.00613035	0.00873996	0.0134355	0.03789	0.108187	0.0128976	0.0230279	0.0248853	0.0273095	0.0854288	0.00127875	0.0918296	0.000842179	0.00222339	0.00316367	0.000723808	0.00255986	0.0064317	0.00721038	0.0147505	0.00298334	0.00674715	0.00983264	0.00883956	0.0122728	0.00407413	0.0185136	0.0383994	0.0302281	0.0127088	0.00408196	0.00547358	0.00439247	0.00816306	0.0224104	0.00578219	0.00501179	0.042658	0.00346917	0.00650492	0.0176989	0.00896114	0.0173044	0.00277127	0.00100504	0.00964736	0.0592842	0.00122889	0.0154658	0.00897071	0.0102364	0.0346955	0.0168098	0.00356212	0.000882933	0.00812041	0.00876994	0.00240906	0.0136519	0.518243	0.481757	0.5182427	5.610965
10368	-1482.079	-1577.69	95.61181	0.00280784	0.0267226	0.0067734	0.0530976	0.0379767	0.0084107	0.0302908	0.0489259	0.0317372	0.176777	0.303802	0.0557619	0.130995	0.0261795	0.180156	0.390009	0.000236411	0.31453	0.0160596	0.0475545	0.00121208	0.0398437	0.0102452	0.0250597	0.0260707	0.0761701	0.0435877	0.0394837	0.010368	0.0322728	0.0592566	0.0357994	0.00619703	0.0323332	0.0745647	0.0310167	0.0489736	0.0311368	0.0378617	0.0256729	0.0663043	0.0154627	0.020648	0.186346	0.00200612	0.112819	0.100681	0.0147758	0.0987782	0.023354	0.0160919	0.0131146	0.247846	0.0552971	0.172069	0.0571694	0.0999862	0.334023	0.146159	0.000883946	0.0251542	0.0123126	0.0257784	0.00819798	0.0552309	1.01712	0.988275	0.347791	0.597447	0.851549	1.17433	1.67379	2.87529	0.7636722	0.7049223	0.000625853	0.00595633	0.00150976	0.0118352	0.00846482	0.0018747	0.00675167	0.0109053	0.00707406	0.0394026	0.0677158	0.012429	0.0291982	0.00583528	0.0401559	0.0869311	5.26948e-05	0.0701072	0.00357961	0.0105997	0.000270167	0.00888095	0.00228359	0.00558568	0.00581103	0.0169779	0.00971546	0.00880072	0.00231098	0.00719344	0.013208	0.00797949	0.00138129	0.0072069	0.0166201	0.00691347	0.010916	0.00694023	0.00843919	0.00572237	0.0147789	0.00344656	0.00460232	0.0415355	0.000447155	0.0251468	0.0224413	0.00329345	0.0220171	0.00520549	0.0035868	0.00292318	0.0552436	0.0123254	0.0383533	0.0127428	0.0222864	0.0744521	0.032578	0.000197027	0.00560673	0.00274442	0.00574587	0.00182729	0.0123107	0.418594	0.581406	0.4185941	4.48642
10404	-1497.607	-1593.167	95.55967	0.00052829	0.0117199	0.0062927	0.0238883	0.0522129	0.0131112	0.0381421	0.103563	0.0602562	0.281634	0.190376	0.0191951	0.18506	0.142368	0.189097	0.432652	0.000104341	0.296388	0.0086293	0.108181	0.000718753	0.0344749	0.0260823	0.0109178	0.0482182	0.0267215	0.0268953	0.00298541	0.0391328	0.038591	0.0779938	0.0600292	0.0105823	0.0103288	0.00986733	0.035354	0.0828268	0.0167196	0.00905983	0.0169787	0.10383	0.0150233	0.0364042	0.133161	0.0289305	0.0639435	0.146805	0.0411066	0.177819	0.0160837	0.0834043	0.0279457	0.113949	0.0659759	0.0923968	0.0380668	0.136477	0.108167	0.307158	0.0099178	0.032007	0.0273898	0.0462392	0.00903963	0.130965	0.84566	1.10571	0.422249	0.656733	0.877059	1.14017	1.52269	2.36827	0.6234009	0.5238424	0.000111452	0.00247251	0.00132755	0.00503963	0.0110152	0.00276602	0.00804671	0.0218484	0.0127121	0.0594155	0.040163	0.00404953	0.0390414	0.0300348	0.0398932	0.0912753	2.20124e-05	0.0625281	0.0018205	0.0228226	0.000151633	0.00727307	0.00550251	0.00230329	0.0101724	0.00563734	0.00567401	0.000629822	0.00825571	0.00814142	0.0164541	0.0126642	0.00223252	0.00217904	0.00208168	0.00745851	0.0174737	0.00352727	0.00191132	0.00358194	0.0219047	0.00316943	0.00768009	0.0280925	0.00610338	0.01349	0.0309709	0.00867212	0.0375138	0.00339312	0.0175955	0.0058956	0.0240394	0.0139187	0.0194926	0.00803083	0.0287922	0.0228197	0.0648001	0.00209233	0.00675242	0.00577834	0.00975493	0.00190706	0.0276294	0.555489	0.444511	0.5554888	4.740083
10440	-1492.569	-1588.574	96.0048	0.00164983	0.000983321	0.0107129	0.022317	0.05143	0.0279834	0.0235801	0.0340173	0.0677898	0.218596	0.229117	0.0431623	0.237044	0.0260475	0.270281	0.225608	0.000551813	0.225893	0.0151771	0.0622514	0.0230024	0.0458495	0.0141118	0.00623102	0.00790116	0.044309	0.0503058	0.00284201	0.011099	0.0245464	0.0911218	0.0746119	0.0643798	0.0924409	0.0281896	0.00392434	0.0747001	0.017155	0.00308054	0.0285832	0.0519493	0.0246128	0.0410667	0.129766	0.0300472	0.0478687	0.21007	0.0242917	0.195252	0.0210784	0.0265855	0.00301659	0.133729	0.0357841	0.269142	0.074782	0.0024931	0.0506509	0.221468	0.0291639	0.0288222	0.0708845	0.025095	0.0223134	0.0909952	0.86251	1.09417	0.320306	0.573935	0.840949	1.18913	1.74236	3.12201	0.8231978	0.539916	0.000378098	0.000225351	0.00245511	0.00511447	0.0117864	0.00641306	0.00540392	0.00779587	0.0155356	0.0500964	0.0525075	0.00989165	0.0543241	0.0059694	0.0619413	0.0517033	0.000126461	0.0517686	0.00347819	0.0142664	0.00527155	0.0105075	0.00323405	0.00142798	0.00181074	0.0101544	0.0115288	0.000651313	0.00254361	0.00562539	0.0208827	0.0170991	0.0147541	0.021185	0.00646032	0.000899356	0.0171193	0.00393148	0.000705978	0.00655051	0.0119054	0.00564061	0.0094114	0.0297389	0.00688602	0.0109702	0.0481425	0.005567	0.0447465	0.0048306	0.00609269	0.000691323	0.0306472	0.00820076	0.0616803	0.0171381	0.000571353	0.0116078	0.0507547	0.00668359	0.00660529	0.0162448	0.00575111	0.00511363	0.0208537	0.405888	0.594112	0.4058882	4.363506
10476	-1489.782	-1583.345	93.56312	0.00337171	0.00657039	0.0483361	0.0872621	0.0341309	0.0551632	0.045991	0.0985994	0.190572	0.160698	0.426276	0.0472455	0.0784362	0.0363222	0.366177	0.322795	0.00072639	0.418165	0.0304455	0.0916962	0.0119089	0.0455705	0.0013608	0.0198606	0.0386026	0.0643315	0.066007	0.0280494	0.00288768	0.0236979	0.0833466	0.0843504	0.162349	0.157112	0.016201	0.0394891	0.0408606	0.0391031	0.0150464	0.0142258	0.052291	0.00230125	0.00975505	0.211314	0.0640306	0.0786041	0.13766	0.0733567	0.145627	0.0144544	0.0313764	0.0133594	0.0338992	0.0532132	0.285984	0.121953	0.0523002	0.203593	0.315159	0.0409658	0.0139648	0.00806783	0.0768585	0.0855429	0.233558	0.848069	1.10406	0.44593	0.674445	0.884371	1.13075	1.4827	2.24251	0.5839462	0.5261196	0.000575129	0.00112074	0.00824492	0.0148847	0.00582187	0.00940945	0.0078449	0.0168186	0.0325068	0.0274111	0.0727119	0.00805889	0.0133792	0.00619565	0.0624606	0.0550607	0.000123904	0.0713283	0.00519323	0.0156411	0.00203136	0.00777317	0.000232118	0.00338771	0.00658463	0.0109733	0.0112591	0.00478452	0.000492566	0.00404227	0.0142168	0.014388	0.0276927	0.0267994	0.00276347	0.00673585	0.00696979	0.00667001	0.00256653	0.00242657	0.00891953	0.000392535	0.00166396	0.0360448	0.010922	0.0134079	0.0234813	0.0125128	0.0248403	0.00246556	0.00535201	0.00227877	0.00578235	0.00907682	0.0487817	0.0208022	0.0089211	0.0347279	0.0537583	0.00698772	0.00238205	0.00137617	0.0131101	0.0145915	0.0398391	0.491535	0.508465	0.4915348	5.862532
10512	-1488.316	-1583.055	94.73912	0.0223673	0.0757477	0.0668611	0.0195048	0.0382474	0.0198257	0.106827	0.0166212	0.246016	0.124439	0.342973	0.0239759	0.215026	0.0672836	0.245978	0.402292	0.00114076	0.45984	0.00981793	0.0472755	0.0101996	0.026598	0.00149871	0.00365435	0.0434302	0.016047	0.0757564	0.037372	0.00283303	0.0439088	0.0237347	0.0484571	0.0439518	0.160213	0.0101952	0.0484306	0.0285402	0.0120795	0.00598007	0.0274738	0.00100834	0.00404069	0.0174443	0.160194	0.0151389	0.0686338	0.223132	0.0407684	0.205295	0.0560201	0.0229846	0.0142686	0.0372505	0.0240901	0.193254	0.0492097	0.130826	0.195542	0.264692	0.0235073	0.0431417	0.0404756	0.0568388	0.0788364	0.132842	0.800236	1.13682	0.525751	0.730842	0.906808	1.10277	1.36828	1.90204	0.4648813	0.4821382	0.00420292	0.0142333	0.0125635	0.00366505	0.00718687	0.00372535	0.0200732	0.0031232	0.0462276	0.0233826	0.0644463	0.00450518	0.0404044	0.0126429	0.0462204	0.0755925	0.000214354	0.0864061	0.00184483	0.00888328	0.00191654	0.00499788	0.000281614	0.000686668	0.00816074	0.00301531	0.014235	0.00702237	0.000532339	0.00825066	0.00445986	0.0091053	0.00825875	0.0301047	0.00191573	0.00910033	0.00536284	0.0022698	0.00112368	0.00516246	0.000189471	0.000759265	0.00327787	0.0301013	0.00284467	0.0128966	0.0419276	0.00766057	0.0385759	0.0105264	0.00431892	0.00268113	0.00699955	0.00452665	0.0363132	0.00924673	0.0245827	0.0367432	0.0497369	0.00441713	0.00810653	0.00760555	0.0106803	0.0148137	0.0249616	0.516612	0.483388	0.5166123	5.321849
10548	-1493.052	-1588.585	95.5325	0.00891326	0.00383236	0.0291638	0.00433989	0.0696455	0.0149728	0.118839	0.0248541	0.0897693	0.220476	0.368063	0.0571049	0.0972123	0.0572521	0.162122	0.197114	0.072399	0.447627	0.0341813	0.108288	0.00474707	0.0258225	0.00382175	0.00309231	0.00385051	0.00265868	0.0534033	0.0199611	0.0213231	0.0410584	0.0478531	0.0329684	0.157035	0.194664	0.00444512	0.0258239	0.0447992	0.0182302	0.0309302	0.00330447	0.05348	0.00894824	0.100406	0.0932332	0.0821227	0.0736545	0.081711	0.0124208	0.263902	0.0189299	0.0241361	0.00886138	0.0355465	0.0115862	0.171813	0.0851275	0.058659	0.144213	0.0995815	0.0401362	0.0328262	0.0856094	0.066482	0.11053	0.099102	0.871369	1.0881	0.484329	0.70217	0.895556	1.11662	1.42416	2.06471	0.5242189	0.548503	0.0018612	0.000800245	0.00608978	0.000906225	0.0145429	0.00312652	0.024815	0.00518986	0.018745	0.0460382	0.0768562	0.0119242	0.0202992	0.011955	0.0338531	0.0411599	0.0151178	0.0934702	0.00713749	0.0226119	0.000991249	0.00539208	0.000798031	0.000645715	0.000804035	0.000555167	0.0111513	0.00416813	0.00445255	0.00857351	0.00999234	0.00688423	0.0327909	0.0406482	0.000928197	0.00539237	0.00935465	0.00380669	0.00645862	0.000690015	0.0111673	0.00186851	0.020966	0.0194683	0.0171483	0.01538	0.0170623	0.00259361	0.0551061	0.0039528	0.00503992	0.00185037	0.00742256	0.00241934	0.0358767	0.0177757	0.0122487	0.0301136	0.0207939	0.00838096	0.00685453	0.0178763	0.0138823	0.02308	0.0206938	0.612734	0.387266	0.6127345	4.788978
10584	-1483.152	-1581.081	97.92831	0.00400881	0.00290714	0.0192168	0.00939479	0.0533723	0.0148232	0.0408695	0.0373954	0.0346857	0.0502299	0.396625	0.0468879	0.0654697	0.0222384	0.163845	0.181262	0.0344672	0.363359	0.0153742	0.024807	0.0105523	0.0025248	0.0130437	0.00399517	0.00396121	0.0193352	0.0362408	0.0312068	0.000530524	0.0213672	0.045799	0.0230756	0.0433284	0.0887644	0.158068	0.0154502	0.0252319	0.0247803	0.0288677	0.00605898	0.00298965	0.00995982	0.00767872	0.0900903	0.089449	0.0460862	0.0738945	0.0375029	0.235024	0.0174004	0.00292985	0.00319494	0.00545189	0.0113187	0.0836643	0.0197538	0.0660871	0.0328112	0.131228	0.0238309	0.0139076	0.0818561	0.0340648	0.0651881	0.0368372	0.667477	1.22776	0.302464	0.558114	0.833647	1.19955	1.79175	3.30618	0.8646417	0.3723675	0.00117712	0.000853629	0.00564266	0.00275861	0.0156718	0.00435257	0.0120006	0.0109805	0.0101848	0.0147491	0.116462	0.0137678	0.019224	0.00652992	0.0481102	0.0532243	0.0101207	0.106694	0.00451435	0.00728414	0.00309849	0.000741362	0.00383006	0.00117311	0.00116314	0.00567744	0.0106415	0.00916334	0.000155779	0.0062741	0.0134481	0.00677573	0.0127226	0.0260641	0.0464139	0.00453668	0.00740891	0.00727629	0.00847649	0.00177911	0.000877859	0.00292452	0.00225472	0.0264534	0.0262651	0.0135324	0.0216978	0.0110121	0.0690105	0.00510931	0.000860299	0.000938137	0.00160085	0.00332353	0.0245665	0.00580036	0.0194053	0.00963443	0.0385329	0.00699751	0.00408372	0.0240356	0.0100025	0.0191413	0.0108166	0.423111	0.576889	0.4231107	3.40562
10620	-1492.573	-1588.272	95.69832	0.0248044	0.0352549	0.00819345	0.0136969	0.0205041	0.0215069	0.0233842	0.0541334	0.00889522	0.0212304	0.457693	0.0618347	0.0592687	0.0275947	0.149339	0.227113	0.160302	0.415542	0.0264748	0.0220739	0.0195195	0.0392321	0.0131634	0.0100702	0.0194839	0.0538901	0.0244258	0.0579299	0.0203435	0.0775135	0.0265562	0.0419543	0.178258	0.191433	0.0213263	0.0848365	0.00901281	0.142265	0.0415621	0.142006	0.0493934	0.0984268	0.0628175	0.106078	0.00397137	0.167564	0.00979639	0.0186044	0.0124174	0.12649	0.0915176	0.0270041	0.057804	0.0386374	0.0285601	0.107017	0.0771243	0.00298401	0.0298809	0.253157	0.11335	0.00377253	0.00921618	0.0356233	0.0179965	0.894955	1.07195	0.403957	0.6427	0.871169	1.14788	1.55594	2.47551	0.6554239	0.57184	0.00538894	0.00765941	0.00178009	0.00297575	0.00445468	0.00467255	0.0050804	0.0117609	0.00193256	0.00461248	0.0994374	0.0134341	0.0128766	0.00599516	0.0324451	0.0493421	0.0348269	0.0902797	0.00575185	0.00479572	0.00424077	0.00852348	0.00285986	0.00218783	0.00423303	0.011708	0.0053067	0.0125857	0.0044198	0.0168404	0.00576954	0.00911489	0.0387279	0.0415904	0.00463331	0.0184314	0.00195811	0.0309081	0.00902969	0.0308519	0.0107311	0.021384	0.0136476	0.0230462	0.000862812	0.0364047	0.00212834	0.00404195	0.00269777	0.0274809	0.0198829	0.00586685	0.0125584	0.00839429	0.0062049	0.0232503	0.0167559	0.000648299	0.00649185	0.0550003	0.0246261	0.000819613	0.00200229	0.00773943	0.00390987	0.380975	0.619025	0.3809752	4.602825
10656	-1488.987	-1583.996	95.00904	0.00920141	0.00198293	0.000316791	0.0444821	0.0181303	0.0309031	0.0323993	0.0616281	0.103187	0.0607663	0.504139	0.0261784	0.163269	0.123102	0.132069	0.288157	0.205899	0.406182	0.013535	0.0235623	0.00526256	0.0824408	0.00223262	0.00812522	0.0183441	0.0690691	0.0371537	0.0254818	0.0247591	0.0656271	0.0720249	0.024077	0.0233364	0.154483	0.0619727	0.0307523	0.00907215	0.154445	0.0526428	0.139649	0.139933	0.0228293	0.149993	0.097814	0.0020206	0.107759	0.0130067	0.0401153	0.0598393	0.0956941	0.0545053	0.0612156	0.0576841	0.0366461	0.0541633	0.0720189	0.0563423	0.0223748	0.00231133	0.0445439	0.169961	0.0464695	0.0498291	0.0206458	0.0128162	1.11511	0.921157	0.404528	0.643143	0.871356	1.14764	1.55486	2.47202	0.6544021	0.8291467	0.00191673	0.00041306	6.59902e-05	0.009266	0.0037767	0.00643738	0.00674904	0.0128377	0.0214947	0.0126581	0.105016	0.00545319	0.0340104	0.0256432	0.0275111	0.0600255	0.0428905	0.0846112	0.00281946	0.00490823	0.00109624	0.0171731	0.000465074	0.00169255	0.00382122	0.0143877	0.00773944	0.00530808	0.00515753	0.0136707	0.0150034	0.00501544	0.00486118	0.0321802	0.0129094	0.00640596	0.00188981	0.0321723	0.010966	0.02909	0.0291493	0.00475554	0.0312448	0.0203755	0.000420907	0.022447	0.00270941	0.00835637	0.012465	0.0199339	0.0113539	0.0127517	0.0120161	0.0076337	0.0112827	0.0150022	0.0117366	0.00466085	0.000481471	0.00927887	0.0354042	0.00967999	0.0103798	0.00430069	0.00266972	0.467424	0.532576	0.4674239	4.800571
10692	-1491.685	-1587.156	95.47082	0.0120394	0.0135663	0.00115118	0.0277725	0.0283422	0.0146576	0.0768948	0.06228	0.0292219	0.0860519	0.452078	0.0355157	0.055086	0.0846042	0.212719	0.229267	0.243215	0.307977	0.00191794	0.0802885	0.00295412	0.0226091	0.0184622	0.00411601	0.108635	0.0224862	0.0372118	0.0233176	0.0309026	0.0670404	0.0651502	0.0290548	0.0857478	0.156863	0.0323456	0.056147	0.00472061	0.0648216	0.0739046	0.0615552	0.0609895	0.0188495	0.132683	0.0812144	0.00242614	0.0412885	0.0293163	0.0866147	0.00843375	0.195184	0.0161034	0.057073	0.0364684	0.0651239	0.022549	0.0109674	0.00637859	0.00982437	0.057832	0.0745959	0.163578	0.0203124	0.028248	0.0450992	0.0006065	1.20184	0.861752	0.266561	0.524759	0.817773	1.22283	1.90564	3.75148	0.9560063	0.9552385	0.00280348	0.00315903	0.000268062	0.00646705	0.00659973	0.00341316	0.0179056	0.0145024	0.00680457	0.0200379	0.10527	0.00827013	0.0128272	0.0197008	0.0495334	0.0533869	0.0566346	0.0717151	0.000446609	0.0186959	0.000687893	0.00526473	0.00429909	0.000958448	0.0252967	0.00523611	0.00866508	0.00542971	0.00719594	0.0156109	0.0151708	0.00676565	0.0199671	0.0365269	0.00753195	0.0130743	0.00109924	0.0150943	0.0172093	0.0143337	0.0142019	0.00438927	0.0308963	0.0189115	0.000564947	0.00961438	0.00682654	0.020169	0.00196387	0.0454503	0.00374982	0.0132899	0.00849198	0.0151647	0.00525072	0.00255386	0.00148531	0.00228769	0.0134667	0.0173703	0.0380905	0.00472993	0.00657778	0.0105017	0.000141229	0.379717	0.620283	0.3797166	4.294452
10728	-1484.112	-1578.53	94.41791	0.02695	0.0724174	0.0144503	0.0275146	0.111516	0.0183475	0.0636999	0.111734	0.0643946	0.17416	0.384856	0.0775048	0.0821865	0.0531156	0.16558	0.15407	0.251794	0.475515	0.00179513	0.110175	0.012461	0.0332809	0.0174263	0.00762801	0.0558444	0.0333021	0.0505853	0.0651038	0.00756429	0.0338529	0.0751689	0.0647506	0.103937	0.162753	0.0143355	0.167525	0.00522951	0.0868627	0.0721499	0.110103	0.0102148	0.0546881	0.163986	0.169358	0.0244218	0.0445663	0.00639483	0.118426	0.0194511	0.173193	0.0421125	0.0731935	0.00986381	0.0490064	0.0280561	0.0387266	0.00258352	0.0134538	0.0294976	0.268974	0.282419	0.000843165	0.0719419	0.0303474	0.000388703	0.792005	1.14246	0.353642	0.602328	0.853713	1.17135	1.66022	2.82772	0.751609	0.4748244	0.0050395	0.0135417	0.00270213	0.00514509	0.020853	0.00343088	0.0119115	0.0208936	0.0120414	0.032567	0.0719661	0.014493	0.0153684	0.00993233	0.0309625	0.0288102	0.0470841	0.0889187	0.000335679	0.0206021	0.00233014	0.00622334	0.00325863	0.0014264	0.0104426	0.00622731	0.00945917	0.0121741	0.00141448	0.00633031	0.0140562	0.012108	0.0194356	0.030434	0.00268066	0.0313263	0.00097789	0.0162429	0.0134916	0.0205887	0.00191011	0.0102264	0.0306645	0.031669	0.00456675	0.00833365	0.0011958	0.022145	0.00363725	0.0323861	0.00787481	0.0136868	0.00184448	0.00916392	0.00524633	0.00724167	0.000483104	0.00251578	0.00551589	0.0502967	0.0528109	0.000157667	0.0134527	0.0056748	7.26854e-05	0.488255	0.511745	0.488255	5.347748
